Borough,Block,Lot,Hour,Minute
MN,241,10,10,44
MN,1041,27,10,51
MN,921,29,11,5
MN,810,45,11,3
MN,1049,7501,11,5
MN,715,7,11,7
MN,935,1,11,1
MN,1439,49,10,53
MN,1432,21,11,7
MN,1041,2,11,10
MN,1832,36,11,5
MN,1152,58,11,6
MN,16,7516,10,59
MN,1195,10,11,9
MN,1209,7501,11,4
MN,1291,38,11,5
MN,1341,30,11,4
MN,1889,22,11,4
MN,1028,33,11,1
MN,1280,90,11,6
MN,1272,7503,11,1
MN,1235,2,11,5
MN,1171,9,11,9
MN,435,30,11,6
MN,778,13,4,23
MN,714,63,4,30
MN,354,18,4,34
MN,1004,20,4,28
MN,353,27,4,34
MN,407,28,3,51
MN,818,58,4,33
MN,472,12,4,22
MN,556,20,4,36
MN,411,41,4,36
MN,527,48,4,17
MN,300,29,4,35
MN,386,1,4,34
MN,481,35,4,34
MN,411,54,4,33
MN,1042,61,4,46
MN,412,9,4,37
MN,1020,7501,4,29
MN,482,7501,4,43
MN,505,1,4,28
MN,1081,7503,4,36
MN,994,7502,4,31
MN,740,1,4,39
MN,2184,40,4,41
MN,399,37,4,6
MN,1340,7501,4,42
MN,1346,25,4,40
MN,438,1,3,46
MN,281,7501,4,32
MN,764,1,4,27
MN,1070,34,4,32
MN,417,50,4,37
MN,426,38,4,41
MN,565,15,4,43
MN,1007,61,4,26
MN,241,10,4,37
MN,835,15,4,38
MN,539,36,4,46
MN,316,200,4,34
MN,807,1,4,31
MN,316,200,4,52
MN,944,55,4,47
MN,395,3,4,40
MN,1544,19,4,45
MN,824,7501,4,35
MN,1571,1,4,49
MN,1080,28,4,49
MN,1147,33,11,4
MN,211,16,11,6
MN,1819,10,10,59
MN,1841,61,11,4
MN,876,6,11,7
MN,738,7502,11,2
MN,1819,40,10,50
MN,441,1,11,3
MN,699,33,11,6
MN,904,29,16,36
MN,1013,7501,4,28
MN,411,53,4,35
MN,715,2,4,27
MN,435,31,4,13
MN,442,21,4,24
MN,477,64,4,3
MN,759,59,4,24
MN,1061,30,4,40
MN,463,7,4,29
MN,459,7503,4,34
MN,921,11,4,32
MN,918,25,4,31
MN,1547,49,4,28
MN,194,20,4,34
MN,1269,7501,4,27
MN,558,36,4,33
MN,1093,129,4,25
MN,1495,1,10,59
MN,769,1,10,56
MN,177,2,11,1
MN,1033,29,11,2
MN,846,41,11,0
MN,746,63,10,57
MN,1819,15,10,50
MN,1014,33,11,5
MN,781,2,11,2
MN,1838,7501,11,4
MN,1501,33,11,3
MN,1280,1,10,51
MN,1611,1,11,6
MN,1195,29,11,10
MN,1024,131,11,1
MN,1141,7502,10,59
MN,1411,33,11,8
MN,539,36,11,9
MN,1028,56,4,41
MN,1071,7503,4,39
MN,436,60,4,47
MN,1472,29,4,41
MN,504,43,4,37
MN,740,1,4,43
MN,2215,623,4,51
MN,1114,7503,4,41
MN,425,6,4,46
MN,690,12,10,57
MN,1525,21,11,10
MN,1274,7504,10,54
MN,707,1,10,55
MN,1226,29,10,58
MN,781,2,10,57
MN,943,61,11,4
MN,1346,32,11,4
MN,877,44,10,24
MN,1018,28,10,56
MN,1530,23,11,1
MN,895,1,11,2
MN,241,13,11,5
MN,783,34,11,0
MN,1473,4,11,12
MN,1316,1,11,2
MN,241,13,4,38
MN,316,200,4,21
MN,316,200,4,32
MN,225,118,4,15
MN,417,56,4,32
MN,888,7502,4,46
MN,316,200,4,48
MN,1200,64,10,52
MN,1164,37,11,5
MN,412,70,10,46
MN,1017,63,11,9
MN,1385,17,11,3
MN,1819,203,10,45
MN,1022,43,10,47
MN,142,10,11,2
MN,1550,51,11,3
MN,416,53,10,57
MN,1500,7501,11,9
MN,978,1,11,6
MN,1235,10,11,9
MN,1373,7505,11,7
MN,1819,40,10,53
MN,1070,7501,11,12
MN,1646,28,11,14
MN,762,67,11,7
MN,316,200,4,30
MN,507,23,4,41
MN,901,30,4,48
MN,412,46,4,40
MN,1604,1,4,46
MN,1425,7501,4,38
MN,509,22,4,51
MN,772,2,11,0
MN,780,36,10,55
MN,1578,1,10,56
MN,194,38,11,5
MN,923,35,10,59
MN,909,55,11,6
MN,1491,14,11,2
MN,1037,61,11,7
MN,1233,7504,11,3
MN,1410,40,11,5
MN,1885,56,11,3
MN,994,7502,11,1
MN,1236,10,11,7
MN,1168,10,10,50
MN,783,34,10,57
MN,1305,13,11,6
MN,1887,58,10,53
MN,1143,1,4,50
MN,394,44,4,45
MN,1729,1,4,44
MN,773,7502,4,48
MN,123,7502,4,44
MN,417,68,4,36
MN,426,16,4,36
MN,1382,49,11,6
MN,1012,7501,11,3
MN,920,28,11,1
MN,1013,7501,11,7
MN,1070,7501,11,3
MN,1378,56,11,1
MN,694,47,10,48
MN,1437,30,10,54
MN,197,17,10,57
MN,1117,36,11,5
MN,890,24,11,6
MN,665,20,11,0
MN,1257,1,10,55
MN,1413,33,11,6
MN,1063,1,10,57
MN,559,41,11,7
MN,1313,1,11,10
MN,1039,32,4,3
MN,1265,7501,4,32
MN,994,7501,4,46
MN,1099,10,4,46
MN,316,200,4,26
MN,496,29,4,52
MN,1071,29,4,26
MN,1028,56,4,42
MN,1282,34,4,53
MN,610,1,4,45
MN,427,7507,4,51
MN,897,1,4,42
MN,164,66,4,44
MN,1302,21,4,45
MN,833,57,4,45
MN,410,71,4,48
MN,434,1,4,46
MN,1460,22,4,41
MN,714,7501,4,56
MN,1227,49,4,53
MN,540,11,4,42
MN,1090,7501,4,35
MN,738,1,4,38
MN,552,26,4,34
MN,316,200,4,23
MN,591,19,4,23
MN,496,29,4,32
MN,1094,18,4,32
MN,1265,71,4,30
MN,377,72,4,30
MN,762,48,4,20
MN,793,1,4,19
MN,1414,13,4,37
MN,316,200,4,34
MN,428,1,4,38
MN,387,135,4,39
MN,572,1,4,31
MN,516,14,4,28
MN,1487,7501,4,32
MN,757,54,4,40
MN,1293,3,4,38
MN,827,41,4,44
MN,1326,21,4,42
MN,642,62,4,22
MN,350,51,4,36
MN,1026,12,4,29
MN,1520,38,11,3
MN,1381,56,11,13
MN,1832,36,11,4
MN,895,45,11,1
MN,917,28,4,38
MN,1293,50,4,24
MN,884,1,4,26
MN,1011,7501,4,36
MN,628,1,4,27
MN,545,26,4,34
MN,1098,54,4,19
MN,1017,11,4,44
MN,1819,15,4,36
MN,834,1,4,36
MN,1373,50,4,30
MN,543,21,4,32
MN,1415,21,4,45
MN,126,9,4,18
MN,593,28,4,51
MN,241,10,4,45
MN,444,40,4,29
MN,415,78,4,46
MN,398,6,4,43
MN,413,41,11,3
MN,1418,21,10,50
MN,1025,7501,11,7
MN,1216,33,11,12
MN,1400,7501,11,4
MN,564,54,11,6
MN,862,16,11,8
MN,1413,36,11,4
MN,1305,60,11,3
MN,1342,27,11,10
MN,1819,40,10,51
MN,944,7502,11,5
MN,603,62,11,4
MN,1487,49,11,10
MN,1094,11,11,2
MN,1470,29,11,6
MN,1373,50,10,37
MN,804,26,11,12
MN,920,13,11,2
MN,807,39,10,23
MN,1139,7502,10,44
MN,1071,7501,10,48
MN,972,1,10,41
MN,1147,64,10,43
MN,447,25,2,58
MN,13,1,2,44
MN,1373,50,2,58
MN,695,34,2,54
MN,415,78,2,54
MN,1086,29,10,14
MN,1524,17,10,15
MN,1902,7506,10,14
MN,709,1,10,5
MN,1198,36,10,14
MN,1450,22,10,15
MN,1522,14,10,14
MN,1200,25,10,14
MN,1373,50,10,11
MN,784,34,10,14
MN,1285,7501,10,13
MN,753,26,10,11
MN,709,1,10,18
MN,637,66,10,16
MN,1018,44,10,9
MN,1113,7502,10,17
MN,1282,21,10,15
MN,1148,61,10,18
MN,510,38,10,14
MN,1566,7502,10,56
MN,612,65,11,3
MN,1774,17,11,6
MN,789,30,11,6
MN,1403,33,10,59
MN,1211,63,11,6
MN,1517,40,11,6
MN,631,37,11,7
MN,233,2,10,57
MN,1167,1,11,11
MN,1018,20,11,6
MN,1390,35,11,12
MN,763,49,11,6
MN,1545,34,10,57
MN,1048,7502,11,5
MN,1373,50,11,1
MN,1263,41,11,0
MN,1009,9,11,6
MN,1510,15,11,11
MN,241,13,10,10
MN,1063,1,10,21
MN,720,71,10,19
MN,1294,1,10,16
MN,741,63,10,4
MN,1032,63,10,10
MN,1179,19,5,33
MN,625,15,5,25
MN,400,1,5,30
MN,1326,7501,5,39
MN,559,22,5,31
MN,521,84,5,39
MN,994,7502,5,26
MN,1819,15,5,37
MN,455,33,5,32
MN,520,39,5,34
MN,262,25,5,45
MN,133,7504,5,33
MN,592,18,5,36
MN,827,28,5,12
MN,392,7,5,41
MN,231,26,5,33
MN,928,24,5,58
MN,816,78,5,55
MN,1042,1,5,43
MN,404,28,5,53
MN,460,42,5,52
MN,763,73,11,9
MN,807,7502,11,1
MN,1570,48,10,58
MN,1171,130,10,42
MN,16,120,10,41
MN,734,66,10,43
MN,602,10,10,47
MN,1624,14,10,44
MN,1152,58,10,24
MN,1819,40,10,14
MN,1549,15,10,25
MN,821,38,10,22
MN,866,58,10,21
MN,3,3,10,14
MN,1498,37,10,13
MN,1305,13,10,22
MN,1413,153,10,18
MN,1039,31,10,20
MN,1533,22,10,23
MN,1115,7501,10,27
MN,1819,40,10,5
MN,1426,25,10,28
MN,1111,1,10,29
MN,410,64,10,15
MN,1166,45,10,48
MN,526,1,10,51
MN,1463,21,10,46
MN,43,1,10,13
MN,1304,7501,10,24
MN,16,195,10,6
MN,1232,55,10,26
MN,1397,7505,10,26
MN,1491,4,10,20
MN,316,200,9,54
MN,1036,33,10,20
MN,1496,7502,10,14
MN,282,7502,10,16
MN,1276,999,10,20
MN,94,25,10,23
MN,1227,6,10,25
MN,227,1,10,25
MN,1134,25,10,0
MN,1032,29,10,26
MN,1010,32,10,27
MN,1322,1,10,24
MN,1560,28,10,21
MN,398,1,10,18
MN,1346,25,4,43
MN,452,6,4,33
MN,490,20,4,31
MN,1134,25,4,27
MN,530,135,4,34
MN,457,9,4,35
MN,316,200,4,27
MN,1070,29,4,32
MN,1373,7506,4,28
MN,628,4,4,40
MN,829,1,4,15
MN,545,7504,4,27
MN,441,29,4,41
MN,644,38,4,36
MN,543,1,4,43
MN,888,42,4,41
MN,492,38,4,39
MN,853,2,4,17
MN,1094,18,4,33
MN,1373,50,4,47
MN,1302,21,4,47
MN,1217,1,10,23
MN,1326,29,10,16
MN,1559,10,10,20
MN,1042,64,4,46
MN,262,25,4,46
MN,1060,4,10,24
MN,1170,37,10,17
MN,1011,1,10,19
MN,1303,1,10,16
MN,1381,1,10,22
MN,1518,117,10,26
MN,1604,17,10,18
MN,1171,9,10,16
MN,1168,10,10,18
MN,451,39,10,19
MN,1607,7501,10,22
MN,1260,7502,10,14
MN,504,43,10,22
MN,758,7501,10,19
MN,962,135,10,22
MN,1090,7501,10,24
MN,914,3,10,24
MN,484,7502,10,30
MN,16,120,10,20
MN,1288,11,10,17
MN,1292,7501,11,15
MN,1581,1,11,4
MN,1113,7502,11,4
MN,1871,20,11,10
MN,709,1,11,1
MN,1491,52,10,58
MN,1122,36,11,9
MN,1882,7502,11,10
MN,316,200,10,58
MN,1340,1,11,12
MN,890,45,11,7
MN,1131,16,11,9
MN,1470,1,11,10
MN,592,26,11,12
MN,1163,1,11,12
MN,1342,48,11,8
MN,1396,156,10,50
MN,1237,7501,10,51
MN,1049,7501,10,43
MN,1019,7502,10,23
MN,1387,14,10,20
MN,1894,11,10,24
MN,1260,7503,10,33
MN,799,42,10,28
MN,978,1,10,23
MN,643,38,4,38
MN,1023,2,4,49
MN,613,66,4,48
MN,440,7,4,48
MN,714,63,4,50
MN,738,1,4,40
MN,465,49,4,39
MN,481,7502,4,45
MN,427,14,4,51
MN,589,7501,4,33
MN,425,6,4,46
MN,915,61,4,39
MN,1456,26,4,40
MN,446,32,4,52
MN,714,63,4,51
MN,410,47,4,39
MN,866,3,10,11
MN,709,1,10,17
MN,1334,41,10,16
MN,773,1,10,24
MN,1571,22,10,24
MN,1020,35,10,25
MN,1166,1,10,19
MN,1093,31,4,41
MN,1324,48,4,39
MN,1232,45,3,59
MN,532,8,4,34
MN,1,10,4,30
MN,559,16,4,33
MN,990,70,4,41
MN,149,33,4,46
MN,482,7501,4,36
MN,1020,7501,4,23
MN,1982,61,4,45
MN,1293,69,4,48
MN,1145,33,4,30
MN,16,120,4,40
MN,1534,29,10,19
MN,1614,69,10,24
MN,1882,61,10,26
MN,1288,33,10,30
MN,873,1,10,22
MN,860,37,10,28
MN,1035,1,10,24
MN,878,43,10,31
MN,1166,24,10,30
MN,1423,10,10,27
MN,75,8,11,5
MN,1113,18,10,58
MN,519,70,11,7
MN,915,61,11,8
MN,928,7501,11,5
MN,589,41,11,5
MN,1128,29,11,7
MN,1028,33,10,59
MN,1922,36,10,58
MN,826,1,11,15
MN,828,1,11,3
MN,851,7501,6,23
MN,1405,57,11,13
MN,88,10,10,52
MN,793,7507,11,3
MN,1270,63,10,20
MN,701,7502,10,26
MN,73,10,10,6
MN,630,48,10,25
MN,565,15,10,25
MN,1717,33,10,24
MN,1158,33,10,12
MN,1349,9,10,28
MN,816,78,10,21
MN,1113,7502,10,2
MN,1467,18,11,2
MN,1832,7502,11,6
MN,1730,40,11,8
MN,125,20,11,0
MN,1819,40,12,35
MN,825,82,10,50
MN,445,37,10,55
MN,797,37,11,11
MN,1552,7504,11,4
MN,88,10,11,6
MN,1399,23,11,3
MN,901,34,11,9
MN,1244,46,11,6
MN,761,39,11,8
MN,572,44,11,6
MN,1449,26,11,12
MN,1147,64,10,52
MN,1819,40,10,43
MN,1514,56,10,53
MN,1272,7503,10,53
MN,1280,7501,10,24
MN,924,7501,10,25
MN,924,64,10,28
MN,997,1,10,22
MN,1321,1,10,29
MN,815,1,4,43
MN,517,14,4,25
MN,1328,1,4,32
MN,545,59,4,29
MN,1402,49,4,45
MN,1579,30,10,18
MN,1059,2,10,28
MN,1448,30,10,28
MN,717,1,10,29
MN,1242,10,10,12
MN,1220,29,10,25
MN,554,1,10,27
MN,1415,121,10,24
MN,799,40,10,27
MN,1889,61,10,25
MN,735,27,10,21
MN,1373,7506,10,19
MN,1032,29,10,29
MN,1331,7502,10,25
MN,962,135,10,31
MN,1287,33,10,14
MN,481,7502,10,31
MN,796,47,10,30
MN,890,25,10,19
MN,1125,25,10,29
MN,738,1,4,41
MN,316,200,4,12
MN,1535,3,4,40
MN,816,78,4,32
MN,582,43,4,32
MN,789,42,4,32
MN,424,26,4,34
MN,316,200,4,44
MN,709,23,10,25
MN,1033,161,10,5
MN,1335,12,10,23
MN,858,58,10,28
MN,1405,13,10,21
MN,665,20,10,13
MN,583,9,10,21
MN,1419,10,10,23
MN,910,58,10,25
MN,386,10,10,26
MN,400,39,10,22
MN,890,54,10,13
MN,1168,29,10,27
MN,1579,27,10,23
MN,997,29,10,21
MN,596,1,11,13
MN,849,7504,11,8
MN,476,81,11,5
MN,1196,35,11,3
MN,1298,37,11,22
MN,763,47,10,50
MN,1526,26,11,0
MN,1058,29,11,12
MN,1471,26,11,12
MN,804,36,11,2
MN,1129,29,11,10
MN,1887,16,11,17
MN,218,13,10,58
MN,1382,36,11,8
MN,783,34,11,12
MN,783,34,11,5
MN,734,66,10,30
MN,407,29,10,22
MN,1527,7501,10,29
MN,1032,29,10,26
MN,1062,36,10,31
MN,1139,7501,10,28
MN,1819,15,10,30
MN,1382,36,10,23
MN,901,34,10,28
MN,316,200,10,18
MN,1026,32,10,22
MN,514,7504,10,25
MN,1869,13,10,25
MN,1072,32,10,25
MN,528,21,10,28
MN,823,42,10,33
MN,1589,2,10,27
MN,859,24,10,14
MN,416,53,10,30
MN,221,30,10,26
MN,1832,29,10,27
MN,837,7501,10,37
MN,774,1,10,28
MN,1048,33,10,32
MN,1122,29,10,34
MN,833,78,10,27
MN,1131,7501,10,19
MN,1235,7501,10,37
MN,1404,33,10,41
MN,461,6,10,29
MN,1168,10,10,57
MN,1511,69,11,1
MN,763,34,11,4
MN,16,7520,10,58
MN,484,9,11,3
MN,615,81,10,59
MN,1513,7502,11,8
MN,1231,11,10,55
MN,1006,7502,11,8
MN,1468,21,11,11
MN,1195,1,10,59
MN,784,1,11,8
MN,1819,40,11,0
MN,1819,40,10,53
MN,1171,62,10,57
MN,1450,22,11,0
MN,348,77,11,3
MN,1473,7503,11,7
MN,807,39,10,22
MN,830,52,10,17
MN,1007,29,10,11
MN,1032,29,10,25
MN,1285,15,10,19
MN,1529,45,10,22
MN,894,50,10,20
MN,1404,33,10,16
MN,799,42,10,26
MN,1117,1,10,20
MN,996,156,10,21
MN,1283,21,10,23
MN,1325,24,10,22
MN,1144,7501,10,21
MN,1819,40,10,16
MN,927,1,10,20
MN,398,1,10,20
MN,1089,7501,10,20
MN,763,65,10,25
MN,816,1,10,27
MN,1566,46,10,12
MN,195,3,10,19
MN,1602,69,10,19
MN,2095,29,10,18
MN,1168,56,10,25
MN,1268,7502,10,21
MN,1819,15,10,12
MN,243,1,10,3
MN,916,61,10,15
MN,906,42,10,22
MN,1441,25,10,25
MN,1496,34,10,30
MN,800,7504,10,25
MN,1819,10,10,18
MN,871,7,10,18
MN,1522,14,10,18
MN,1150,34,10,22
MN,457,1,10,29
MN,802,35,10,28
MN,1048,20,10,27
MN,779,10,10,15
MN,869,16,18,1
MN,1048,17,10,25
MN,146,23,10,22
MN,1416,1,10,33
MN,195,21,10,29
MN,820,7501,10,21
MN,606,77,10,26
MN,1796,1,10,29
MN,1312,23,10,28
MN,720,75,10,22
MN,1271,30,10,20
MN,735,6,10,21
MN,1566,126,10,24
MN,1051,2,10,25
MN,1026,7501,10,22
MN,913,28,10,26
MN,1214,1,10,29
MN,1304,20,10,24
MN,1343,123,10,26
MN,1391,14,10,27
MN,1217,29,10,24
MN,1319,2,10,16
MN,1303,1,10,0
MN,1141,7502,10,21
MN,1470,47,10,28
MN,1671,51,10,28
MN,1472,50,10,25
MN,556,28,10,26
MN,1220,29,10,32
MN,437,25,10,30
MN,1305,60,10,21
MN,904,29,10,23
MN,890,45,10,32
MN,1046,64,10,26
MN,1819,15,10,13
MN,1032,29,10,20
MN,1284,33,10,23
MN,605,7501,10,29
MN,1117,1,10,27
MN,456,1,10,27
MN,921,27,10,27
MN,1025,44,10,33
MN,1511,7501,10,29
MN,27,17,10,25
MN,73,10,10,27
MN,1513,156,10,32
MN,481,7502,10,33
MN,1,10,10,7
MN,1407,8,10,33
MN,633,40,10,32
MN,1566,7501,10,26
MN,768,1,10,34
MN,874,41,10,22
MN,1027,7501,10,27
MN,1876,12,10,24
MN,893,92,10,28
MN,1671,30,10,20
MN,610,16,10,13
MN,1568,1,10,19
MN,1032,29,10,21
MN,1414,131,10,21
MN,1228,13,10,28
MN,944,7502,10,27
MN,1038,36,10,28
MN,890,17,10,31
MN,1388,17,10,30
MN,233,26,10,25
MN,30,19,10,24
MN,1013,12,10,32
MN,572,5,10,33
MN,619,5,10,30
MN,643,71,10,31
MN,734,66,10,26
MN,1269,5,10,32
MN,868,36,10,33
MN,797,82,10,37
MN,1055,29,10,24
MN,1390,114,10,25
MN,1373,7506,10,22
MN,121,1,10,26
MN,1,10,10,10
MN,1168,21,10,15
MN,170,20,10,24
MN,415,78,10,35
MN,894,18,10,20
MN,1124,62,10,34
MN,1373,50,10,21
MN,922,19,10,39
MN,1561,14,10,19
MN,830,16,10,32
MN,1467,21,10,33
MN,857,17,10,34
MN,425,13,10,26
MN,1303,53,10,15
MN,1499,20,10,25
MN,1473,47,10,34
MN,1032,162,10,32
MN,525,28,10,24
MN,1328,21,10,24
MN,1315,7501,10,22
MN,521,26,10,24
MN,241,13,10,14
MN,1314,28,10,23
